Mixture	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	Serpinf1	SMC	Sncg	Sst	Vip	VLMC	P-value	Correlation	RMSE
L2/3_spot_89	0	0	6.77318982012347e-06	7.11360372364655e-06	0	0	0	0	1.54390214732351e-05	6.74670731455851e-07	6.00165741477555e-06	7.46659241060659e-07	0.999918927548412	6.38808686104045e-06	4.54954608962604e-06	8.92992042890138e-06	0	4.93573719132913e-07	5.13375203775425e-06	3.93994832470443e-06	1.10216846648255e-05	0	3.86713705809449e-06	0	0.915598733018265	0.445188078848042
L2/3_spot_90	3.66037630553962e-06	8.75213071886566e-06	4.09115417542037e-07	1.64099531662363e-05	0	2.97290192044818e-05	0	0	0	2.49025092236579e-06	3.92294786475993e-07	7.06175729897542e-07	0.999898904460911	1.9651633314117e-06	3.64424358589065e-06	1.63637197098656e-06	5.12780698572613e-07	3.75732634520273e-06	5.86857975887129e-07	6.02820640626209e-06	1.4553096064048e-05	0	5.86217645926545e-06	0	0.875454418735549	0.506667986789809
L2/3_spot_91	0	1.44150883668681e-05	4.91972159908453e-06	6.79693989246365e-06	0	1.14289297982949e-05	3.91071046960719e-06	1.40808924292646e-05	0	1.33387788786635e-05	0	1.04791215495705e-05	0.999872434914646	0	2.6380467941264e-06	2.46677847416916e-06	0	1.92993986722641e-05	2.74532675723263e-06	6.96818072948222e-06	1.40771709429529e-05	0	0	0	0.85625885151043	0.533569511748512
L2/3_spot_92	3.1514288796753e-06	8.69511679156966e-06	0	4.59101605095955e-06	0	0	0	2.69404534267635e-05	0	0	5.82637735959763e-06	3.09459019462576e-06	0.999890974513279	2.37274142676691e-05	6.21898021345589e-06	1.27754403936966e-06	7.65836176431006e-06	0	0	0	0	1.78442037329333e-05	0	0	0.873496771857541	0.509476771749891
L2/3_spot_93	5.19921618834694e-06	4.50071913760039e-06	1.03479190280466e-06	0	6.15923507822886e-06	3.25796559758192e-06	0	0	2.67660826585182e-05	1.55622383741954e-05	1.22890386230885e-06	1.22277023558102e-05	0.999871630344474	0	1.32308325145698e-06	1.08910423155399e-06	1.63127326242533e-05	0	0	1.38648246046852e-05	1.28138033048268e-05	0	7.0292523537336e-06	0	0.900686944252819	0.468975559639472
L2/3_spot_94	1.37061301715696e-05	1.18175270894772e-05	7.35988689356302e-06	0	1.76773057029688e-05	0	2.24519682994654e-05	1.65947108926074e-05	0	4.13717333216464e-06	2.44715080940848e-08	9.66063240789724e-06	0.999835274475364	5.74915346760878e-06	9.75029908404538e-06	0	6.35024817713786e-06	0	6.01103267144527e-06	1.75900483680177e-05	1.40499705815909e-05	0	1.79496598876378e-06	0	0.890523816192979	0.484519749871856
L2/3_spot_95	0	1.41292245744978e-05	0	7.34651092382965e-06	0	2.03346793027758e-06	0	9.80840229952913e-06	0	2.61666944966682e-05	0	8.22962172172158e-07	0.999849177490086	0	0	0	4.07575251114629e-06	1.3610135546777e-05	5.79145884704182e-06	6.09434815904468e-05	3.0773662365508e-06	0	3.01705278476208e-06	0	0.899778247716874	0.470387018841918
L4_spot_1	5.64121350528595e-06	0	0	0	3.43674644991876e-05	0	2.08508416368415e-05	2.04344636372315e-06	1.12107869507097e-05	1.15752589452892e-06	5.45449801223891e-06	0	1.24618892849984e-05	1.34151277923092e-05	3.86838765849903e-06	0	0.999856388325699	3.4680728304182e-06	1.28998603972267e-06	3.75990974324726e-06	1.97000432586143e-05	4.12985731857694e-06	7.92623512586709e-07	0	0.794335662985813	0.714216216151732
L4_spot_2	0	0	0.227063192831206	0	0	0.000543632097685523	2.89136747103562e-05	6.31358099658854e-05	0	4.468086187402e-06	0.000197359819989603	1.9337758211084e-05	8.32306622022408e-05	0	3.25769431288476e-05	2.06589230798126e-05	0.729294745791324	4.17916389688349e-05	0	0	0.0425342531179596	7.27028453806378e-05	0	0	0.803124486547535	0.69788176625454
L4_spot_3	0.00459331972816747	0	0.532198317143024	0	0.021266184605197	0.00800732739590371	0.00338405893637926	0	0.00865699785200391	0	0.0113160560893223	0.00430679359162157	0.0186335944968733	0	0	0	0.346218942989027	0	0	0.041418407172481	0	0	0	0	0.827732524448779	0.570029824431363
L4_spot_4	0	1.94822990211938e-05	5.57660748617059e-06	9.82989912993468e-06	1.77920213015987e-06	1.62872251253072e-05	0	0	1.26868208825996e-05	3.55691979660251e-06	1.96115589552921e-05	7.44708253652085e-07	0	8.79292420578422e-06	3.51332226928611e-08	2.18062035555527e-06	0.999878617608046	1.08751722024941e-05	0	0	2.43421832307793e-06	7.31398952332561e-06	1.95093340390138e-07	0	0.841171241680664	0.685947089853967
L4_spot_5	0	0	0.6886081765046	0.0136436929718029	0	0.040619879447227	0	0	0	0.0127452877866354	0	0.00251283128312448	0.00191049799658071	0.00881312138336397	0	0	0.20506399510054	0.0226683449433793	0.00151619113496162	0	0	0	0.00189798144778502	0	0.911721504264802	0.417960823711034
L4_spot_6	0	0.00504673575377332	0.102322178464451	0.000514743792403707	0	0	0	0	0.00717625718214713	0	0.0154211583580364	1.886182526297e-05	0	0.000396746477043851	4.82544118004887e-06	6.37513368366098e-06	0.866182649102889	0	0	0	0	0.00290946846912864	0	0	0.788802951060016	0.730383847392648
L4_spot_7	0.0060191296135659	0	0.488026066286135	0	0.020941922189382	0.056508397442719	0	0.0324214910017189	0	0	0	0	0.00782859575572914	0	0	0	0.385940999454338	0	0	0	0	0.0023133982564122	0	0	0.840384740952331	0.565773287482014
L4_spot_8	0.00753605426444518	0	0.554126259902264	0	0	0.124281927246763	0	0	0	0	0.0550896596886925	0	0.00708761659212835	0	0	0	0.246243433182535	0	0.00264556593867311	0	0	0.0029894831844987	0	0	0.83372702175415	0.558769303252704
L4_spot_9	0	0.0159874546210649	0.316818733953893	0	0.0416749962994666	0	0.0409318855639682	0	0.00214882140650632	0.013386108799461	0	0	0	0.0324939773465509	0	0	0.432698904433965	0	0	0.0400692621459586	0.0617207855731497	0	0.00206906985601511	0	0.743312112428388	0.714899443308008
L4_spot_10	8.9016654914421e-06	0	0.618867615018508	6.49472640157528e-07	0	0.00011701708449778	0	0	0	0	0.00030121974885657	0	0.000109684208015321	0	0	0	0.376040804613807	0	0	5.40743500883262e-05	0.00447411039240484	7.37318370586932e-06	1.85502619848658e-05	0	0.904324607804891	0.434293576822501
L4_spot_11	0	1.61152555402628e-05	0.360625269312017	1.10024073676245e-05	0	5.16133209274798e-06	6.31897104913828e-06	1.46598715195156e-05	0	0	2.06224063717037e-05	1.28472287604265e-05	0	1.77532015457947e-05	3.04800122733352e-06	0	0.639243938012675	0	0	0	0	1.66864313366489e-05	6.57756849754138e-06	0	0.818652154316357	0.633739506016726
L4_spot_12	1.44904859517769e-05	3.15970826546628e-06	0.406500516972741	0	1.79997170584844e-06	0	9.48817018782247e-06	0	4.43657033455689e-05	7.54419118047276e-06	1.90887421668937e-05	6.90136057462162e-06	2.36597922208644e-06	1.53966897172763e-05	6.89000884628774e-06	1.14151568243656e-05	0.593267301757644	3.36576775984246e-05	5.21949150573234e-06	8.6767709509908e-06	4.1721161571392e-05	0	0	0	0.854519771313791	0.579643914071669
L4_spot_13	0	1.71647225455659e-05	0.443735264595192	2.94534209539417e-05	2.28275208272956e-05	0	0	0	5.67918313677342e-05	0	5.32119682623228e-05	1.39520287133477e-05	2.27889854571753e-05	2.42805093587417e-06	7.31151956391067e-07	8.9765854913725e-06	0.556019641712695	0	1.96555850345489e-06	0	0	1.3376035918194e-05	1.42583118024052e-06	0	0.803112440835725	0.618641439136829
L4_spot_14	0.00280563680117145	0	0.679071517337259	0	0.00678014534339981	0	0.00177651250290595	0.0124080350926655	0.00611466724759181	0.0160009537141592	0.0252650402490959	0.00218438740058346	0.00758101331403489	0	0	0.0154517467243077	0.12952272928107	0.00172919724796921	0.00131718143892643	0	0.0877171163362642	0	0.00427411996859556	0	0.890548481666126	0.462643941426655
L4_spot_15	1.74489887656175e-05	0	0.559231961785794	4.55606240783276e-05	6.42417227385602e-05	0	0	0	3.23120883273122e-05	1.6201022820013e-05	7.33141918553536e-05	9.70235598908677e-06	0	0	0	7.88132280621195e-06	0.439963127645128	0.000115117014525674	7.29218071575978e-06	0	0.000410257487845937	0	5.58156860967478e-06	0	0.85764319639025	0.523004169220803
L4_spot_16	0	0	0.440483169711762	0.0792692770697485	0	0	0	0.0695430916996263	0	0.00839141451984776	0	0	0.0241986619144027	0	0.010671056398377	0	0.34273576787255	0	0	0.000576022716092228	0.0152425204641975	0.00819625739003167	0.000692760243364503	0	0.883969160177654	0.536389231960079
L4_spot_17	0.00605156746189134	0.00701793731724407	0.628572764054288	0	0.00338801417909794	0.0521063585796088	0	0	0.0198444103780618	0	0	0	0.00408176890659851	0	0.00159398471986214	0	0.261941375760312	0	0	0.00839609784011367	0	0.00350048225093065	0.00350523855199121	0	0.906615216095274	0.429108179781586
L4_spot_18	3.07684370764386e-05	0	0.588066704959302	0.000210233010649854	0	0.000367253334268947	0.000103245583292232	0	4.39304801694315e-05	0	0.00029802293195664	5.96859759818743e-06	0	0	5.38007078284609e-07	0	0.410166072076018	0.000188579320571068	0.000459937078914446	5.87461831047097e-05	0	0	0	0	0.866591459369054	0.504874009927646
L4_spot_19	6.31943528488957e-06	0	0.999393236740812	0.000111323435551739	3.24625256319627e-05	0	0	0.000153525310850611	4.36488907612023e-05	0	8.27576885569684e-05	0	0	7.06175803794894e-05	1.47676163385959e-05	0	1.29365895809135e-06	0	1.33858579454892e-05	5.86047158257654e-05	1.51055833438291e-05	0	2.95095975972997e-06	0	0.884208640895079	0.67433560315633
L4_spot_20	0.00637172852596903	0.0200783301550101	0.492652568639043	0	0.0015450735513346	0	0.0129904550882757	0	0.0741713247948606	0.00319834418312936	0	0.00609556482685989	0.00711751871115928	0	0	0	0.359197174520452	0	0	0.0165819170039058	0	0	0	0	0.814904171765448	0.594617551454972
L4_spot_21	2.17651744699862e-05	6.02734134390391e-05	0.678304680555618	0	0	0	0	0	0.000654906486264215	0	0.00830807228690085	2.33242753895187e-06	0	0.0029431527703794	0	9.805064086314e-06	0.305908137052276	0	0	0.00344671416651996	0	0	0.000340160602507805	0	0.906774477178922	0.427522700178595
L4_spot_22	0	0.0104667664555865	0.514786269046648	0	0	0.0500378350733771	0	0.0250971683872653	0	0	0.0311810581724624	0	0.00530502691624998	0	0.00154322364177177	0.0116617866487652	0.312242215230861	0	0	0.0329587276998054	0	0.00372370945199541	0.000996213275211916	0	0.897295320576925	0.478363982642053
L4_spot_23	1.15868483366807e-05	0	0.261416636113929	0	0	0.0011488115008105	0.0001223387270764	0	7.05587920257725e-05	0	0.00383361516201637	1.51555391010749e-05	0	0.000684490810370758	7.23550333989531e-06	3.53880830157633e-05	0.492621532564563	0.000117451191213693	0	0	0.23920902542624	0.000698448106376152	7.72563158508205e-06	0	0.7691746119586	0.706966390189017
L4_spot_24	2.903006474353e-06	1.11176585707047e-05	0.467027368089746	5.01585306029319e-05	1.15209630180494e-05	6.74868579643804e-05	2.18229003377331e-05	7.72860778270393e-06	0	1.67864060082519e-05	7.27268792073599e-06	2.42703875075213e-05	0	3.2110480547943e-05	3.51912344848822e-06	4.71333957161138e-05	0.532591345957487	2.72703985381822e-05	0	0	4.19470055376485e-05	7.39801626458621e-06	8.39526526431909e-07	0	0.809370875856934	0.605523891478857
L4_spot_25	5.94074088648856e-06	1.44310034913649e-05	0.288038415907769	4.81060812043945e-05	0	0	0	0	2.3423950216093e-05	5.76060558939058e-06	0	1.42036049173689e-05	0	0	0	0	0.711801077311735	0	0	3.49854600291354e-05	0	9.0472928490236e-06	4.60804131303284e-06	0	0.735734340449374	0.722084169395969
L4_spot_26	0.00520438739656415	0.0201628498332602	0.464467231159544	0	0.0482697304074101	0	0.0566184660086396	0	0.0718717699408087	0	0	0	0.00616042793863013	0	0.00335804381797586	0	0.305089794785232	0	0	0.0133093161982104	0	0.0054879825137255	0	0	0.832129939080121	0.584678704609465
L4_spot_27	0	4.67233346348572e-06	0.999785747995668	0	0	1.16093248622221e-05	4.88770594804988e-05	0	4.97701667393764e-05	0	3.66530312942233e-05	6.86959668426961e-06	0	7.07537668904966e-06	8.74064133299589e-06	0	0	2.80709231509119e-06	0	0	3.43798291453651e-05	2.79755232564063e-06	0	0	0.884355780997019	0.674423187235001
L4_spot_28	0.00439042937747221	0	0.521774394781223	0	0	0.0219469349535857	0	0.0187227778958643	0	0	0.0393353952446914	0	0	0.0258337208562046	0	0	0.351869621554161	0	0	0	0	0.0137868266718986	0.00233989866489904	0	0.890337559672092	0.486179406972424
L4_spot_29	0	0	0.644252977395095	0.00236834763594122	0	0	0.00012528821367939	0.000714659399224349	0	0	0.00996923308751076	2.97579110477027e-06	0	0.0033637033570007	9.20554085545315e-07	0	0.315750341332486	0.00944451303647414	0.000665061678538011	0	0.0133419785188596	0	0	0	0.869363843112472	0.49826032474082
L4_spot_30	0.00648870120171662	0	0.426034284302448	0	0	0.0646019760801677	0	0	0.0154803357985167	0	0.0717716946221801	0	0	0	0	0	0.394595912482932	0	0	0.0160597609427001	0	0	0.00496733456933867	0	0.81728733736221	0.612141134378594
L4_spot_31	8.67511044556369e-06	6.54159815767479e-06	0.99968979678264	5.56781110535186e-05	0	3.40053355063087e-05	6.34023427319128e-05	0	0	1.80092100431728e-05	3.05494430735594e-05	1.27654695490124e-06	1.65965264944277e-06	0	1.58634295276149e-05	2.03349972181111e-05	0	0	0	2.9721688214907e-05	8.91149637832475e-06	1.0852925715758e-05	4.72132968922193e-06	0	0.811984336528059	0.806666589026003
L4_spot_32	2.8428857900621e-05	1.16312099524554e-05	0.493026013445504	5.82265157874825e-05	0	2.30796499663691e-05	0	0	0	3.89530327444946e-05	2.21891237956096e-05	6.73422536238696e-06	0	7.58394254018794e-05	0	2.32315251311836e-05	0.506597593817414	3.70184384600035e-05	4.12080452052469e-06	0	0	4.38834313824738e-05	3.05649667710515e-06	0	0.848146712080541	0.552528573917032
L4_spot_33	1.48400274513288e-05	3.27542545181261e-05	0.360044178181346	3.9853765237719e-05	0	0.000350430217956746	0	0	0	0	5.50077485059697e-05	0	0	0.000749773287054016	0	0.00860790521477959	0.628812218403767	0	0	0	0	0.000450944708964997	0.00084209419041884	0	0.806863333219096	0.643832436670268
L4_spot_34	6.2171021675589e-07	0	0.455630745007002	0	2.06593111046875e-05	0	0	0	4.27620587183952e-05	1.52356458922002e-05	1.77084842377844e-05	9.02820203591389e-06	3.38133770281135e-06	0	1.21623908115591e-05	0	0.544221707432244	2.512393602827e-06	2.2408797710044e-06	1.83399870545538e-05	0	2.89515960525956e-06	0	0	0.835360118477272	0.580152169373103
L4_spot_35	0	0	0.796772706436268	0	0.00527874107114051	0.0386612717962478	0.000214792715477839	0	0	0	0.027327295190019	0	0	0	0.00194974872492368	0	0.110059681661622	0.0197357624043017	0	0	0	0	0	0	0.910707345983502	0.45551289361203
L4_spot_36	5.98489301084542e-06	0	0.999388222337092	0	8.2986322609223e-05	3.34912119222416e-05	0	0	0	0.000115530767006203	4.64325535527384e-05	7.88714392615786e-06	5.04776785825365e-05	0.000107995715550971	0	0	2.86874503640547e-05	0	0	0.000126695966425903	0	0	5.60795995714399e-06	0	0.80587741390565	0.816562915137017
L4_spot_37	0.00521555298662214	0	0.122996224364502	0	0.00997512523454107	0.0538765235862914	0	0	0	0	0.0481402844576137	0	0	0.0123953373778186	0	0	0.718793814693938	0.011093882466403	0	0	0.0175132548322697	0	0	0	0.745740487355759	0.759852723672317
L4_spot_38	0	0	0.595914098006176	0.0136680727605524	0	0.0297720193228715	0	0	0	0.000509332973534099	0.0410836251374127	0.00562943946780352	0.00395043806338354	0.014073810026185	0	0	0.272628622280539	0.022570669422114	0	0	0	0	0.000199872539428694	0	0.885398519805038	0.473108344918679
L4_spot_39	9.64029175289937e-06	2.31836617763841e-05	0.442724023394859	5.61922502259707e-05	0	1.05094400510531e-05	0	0	2.97549861161899e-05	2.03483932972392e-06	5.1935999413832e-05	6.63181415442773e-06	0	2.53001234563764e-05	9.67539173824075e-06	0	0.557006353407423	0	5.09814406574492e-06	1.08474566608035e-05	0	2.19029529740637e-05	6.91584600277058e-06	0	0.886710916966501	0.525868829915531
L4_spot_40	6.59747169264906e-06	5.2087305890136e-05	0.527935858697231	4.35013061673825e-05	0	0	0	0	0	1.60688355206417e-05	4.97528083815138e-05	6.97393098794414e-06	0	7.67508772662569e-05	1.11601479597949e-05	2.96402304356908e-05	0.471710519916638	0	8.04137901371903e-06	3.19866304289635e-05	0	2.10604623865785e-05	0	0	0.827813376732562	0.56984869195315
L4_spot_41	3.69644953395175e-06	5.34777673418466e-06	2.31149285691568e-06	0	8.58846395631739e-07	0	0	0	0	0	9.52467856918835e-05	4.73775083254673e-06	0	0	1.04302293959108e-05	0	0.932518447359827	0	0	0	0.0673118707816802	4.70525270514617e-05	0	0	0.853811009346696	0.679843682210512
L4_spot_42	8.33194480120739e-06	1.87218611598605e-05	0.999753281226402	3.99083716869455e-05	0	3.50867244289029e-05	0	3.30085242950411e-05	0	3.55946783125039e-06	1.49854168380278e-05	1.59009004076816e-05	1.01952969846669e-05	6.54797497057357e-06	2.10473306340908e-06	0	9.27079574275819e-06	2.69847616265618e-05	0	0	1.05764935806767e-05	3.92977638732272e-06	7.60572979269428e-06	0	0.899380239188658	0.643522065000231
L4_spot_43	0	0.00894185160562032	0.749094881848599	0	0	0.0305703562434145	0	0.0132789246476065	0.0284931451803804	0	0	0.000920377792218621	0	0	0.000692217069708191	0	0.151482109264094	0.0164730629081488	5.30734402098938e-05	0	0	0	0	0	0.926301259225598	0.395975905887714
L4_spot_44	0.000414297375938217	0	0.680918206190243	0	0	0.00019999733276289	0	0	0.0010299718478664	0.000124820761448657	0.010298167084361	1.41369960098742e-05	0	0	6.71817242687437e-06	0	0.30567161644812	0	8.23913017595103e-06	0.000487769048563738	0	0.000754122810330289	7.19368017528352e-05	0	0.908692570377195	0.423567416883827
L4_spot_45	7.90281907596373e-06	5.68530874087116e-06	0.342948932644496	8.44044496603767e-06	0	2.08805096390131e-05	7.09738971488934e-06	2.62646140059756e-06	0	0	0	2.99552273149578e-06	7.08171331406547e-07	1.99522564139553e-06	0	1.61346085246698e-05	0.65694302727654	1.79901925560344e-05	3.70769272253567e-06	0	0	5.97307885483496e-06	5.90265306413007e-06	0	0.845065441904065	0.618731764817564
L4_spot_46	4.45332394519812e-06	0	0.333996060793729	1.22939160062413e-05	0	9.16014757587019e-06	0	7.96768554384505e-07	1.70030212786195e-05	0	8.0986699203307e-05	0	0	0	3.54546237252665e-06	9.07789781931245e-06	0.665803488651808	0	5.75251340870062e-06	2.78692722153127e-05	0	2.43960851105746e-05	5.11544697325226e-06	0	0.818516107225386	0.644980307850502
L4_spot_47	4.54336215902144e-06	7.65329780572112e-06	8.97758634757366e-06	8.31932197141923e-06	0	1.26346132662532e-05	0	0	0	1.00621215529802e-06	2.12773068692046e-06	2.03600173795288e-06	0	0	8.97561412240511e-07	0	0.999925190100779	0	4.77722104793085e-06	1.84387852810618e-06	0	1.79305355954401e-05	2.06257650719478e-06	0	0.851340869078386	0.679651397391453
L4_spot_48	5.0637154390276e-06	1.79789958024194e-07	0.287652912392311	1.71995432997066e-05	1.84024123499329e-05	0	0	4.68582742089981e-06	2.76954248461946e-05	1.9475699077836e-05	2.34871124603262e-05	4.23983019703722e-06	4.94242209338091e-06	0	6.57723011253171e-06	0	0.712192729066868	0	0	1.45399933947722e-06	0	2.09555342258548e-05	0	0	0.804915025945985	0.67416209518161
L4_spot_49	0	0.00138080161920799	0.442280979523259	0.000207999174948795	0	0.000240970821869831	6.51303926376219e-06	0	0	0	0.0759861710786474	0.000124389940798872	1.56115612506428e-05	0.000158824300537976	1.1361464590095e-05	0	0.462754620331953	0.00544139331188536	9.20296500178532e-07	0	0	0.0113375137169296	5.19298183578077e-05	0	0.83344980148952	0.587515201171795
L4_spot_50	0	0	0.631845596186818	0	0.0208085757544787	0.0261742017878089	0.0261922974832309	0.00773767215354841	0	0	0.000657929219751174	0	0.00226149194589083	0	0.00352644554423662	0	0.262728076055047	0	0	0.0123223512016743	0	0.0057453626675147	0	0	0.873115790220623	0.49151127560466
L4_spot_51	1.26327909343039e-05	2.63522573680043e-05	0.999655233959145	0	1.42995221010621e-05	0	3.02215057042288e-05	3.21239792901118e-05	1.47191363408495e-05	0	0	3.2481913175795e-05	1.66391307269405e-05	1.51276983339444e-05	9.684308624354e-06	3.14204341022832e-05	7.33132080403099e-06	4.99134972420937e-05	1.98541463793876e-05	0	2.41920428364378e-05	2.37921521982991e-06	5.39314167085652e-06	0	0.904403558444593	0.632779631660837
L4_spot_52	8.3213764204165e-06	1.01234216764936e-05	0.32512200769236	9.66176101120631e-06	0	0	0	0	1.39572954059882e-05	0	2.52127115744714e-05	9.46844798346749e-06	0	0	0	0	0.674709021110899	0	2.43846069819396e-07	0	0	8.48792931736254e-05	7.10304342553236e-06	0	0.857675066705484	0.616718751124043
L4_spot_53	1.49246288892913e-05	0	0.400349062422817	0	8.06141252142542e-06	0	0	6.53716539406291e-06	3.56909546374469e-05	7.66745694977078e-06	1.82506415669932e-05	0	3.27505114212527e-05	3.46498889822058e-06	1.68684248155821e-06	1.40856614364268e-05	0.599427737162757	5.1765840342836e-05	4.54637997114205e-06	0	2.37679299152621e-05	0	0	0	0.878392109670557	0.557769408857312
L4_spot_54	0	0	0.411019202579703	0	0	0.0692625022461656	0	0.0515041363261526	0	0	0.0383202982772312	0	0.0200384548921693	0	0	0	0.299176868005237	0.0362251926721807	0.00279508038006849	0.00632660940457881	0.0623110029188429	0	0.00302065229767055	0	0.822216578497448	0.614177555286341
L4_spot_55	0	0	0.11991034570695	0.00138248560273224	0.000142854148275497	8.9162310077534e-05	0.000301626711695891	0	0	0.000345199632600532	0.119006689159683	2.27765222823642e-07	0	0.00162577489345173	0	0.0039581519846307	0.723577486432866	0.00282608114743167	0	0	0.0221291230080253	0.0046792015357475	2.55899606086342e-05	0	0.766813845206751	0.742462791582058
L4_spot_56	0	0.000214632295327396	0.643069809234371	0.000328201446183632	0	0.000613207945255344	0.000186731618221517	0	0.000584252095474546	0.00147618388515298	0	4.3176800441747e-06	0	0	0	0.0014013741765842	0.350569808260376	0	0	0.0013055693315843	0	0.000245912031424075	0	0	0.89655479761517	0.447587992423087
L4_spot_57	0	0	0.513727056706707	6.76844074700793e-06	7.7045373241834e-05	2.39520200089799e-05	0	1.80217991299789e-06	0	0	5.52553526040949e-05	5.8182757274937e-06	5.23042449052385e-05	0	0	0	0.485971799401013	0	6.32841353437348e-06	1.40170617342698e-05	4.82306207868839e-05	7.72105588632073e-06	1.90085319045534e-06	0	0.850785570089822	0.543023394977337
L4_spot_58	0	0	0.227390841663341	0	0	0	1.1810249598911e-05	9.30363785861285e-07	8.91466319472921e-06	7.96216594377047e-06	1.84475916549662e-05	0	9.40219728412237e-06	4.56074414378611e-06	0	1.31313113185681e-05	0.772501068147451	6.91308017286458e-07	0	1.97872037518536e-05	0	5.68758045894372e-06	6.76481005537713e-06	0	0.805518146732552	0.695382996070771
L4_spot_59	0.00296831528711283	0	0.217768503773583	0	0.011601724728382	0.0141118735856293	0	0	0.0277984788530292	0	0	0.000251714804269406	0	0.0199416367708461	0.000473571722042982	0	0.676768443601397	0	0	0.0216299322537405	0	0.00668580461996679	0	0	0.644968067390096	0.796448897550692
L4_spot_60	2.23800560067036e-05	1.81871865063184e-05	0.309550948721711	5.1008716301737e-05	5.61792033355948e-07	0	0	0	1.2635175726164e-05	0	5.59191582274771e-05	7.79227555642702e-06	2.98686931286648e-06	0	9.85695756634424e-06	9.9127065597241e-06	0.690227852695797	0	4.77706065541867e-06	2.29850057083685e-05	0	2.19562233128839e-06	0	0	0.827075286100331	0.648650284995713
L4_spot_61	0	0	0.505533616553013	0	0	4.0567695047713e-05	4.65150767792641e-05	0	2.40450967489622e-05	0	1.20480286863297e-05	4.31838634071304e-06	1.14935216730697e-05	4.83058430253744e-05	6.21301164711384e-06	1.00998198355005e-05	0.494253481212524	0	0	4.84252261940134e-06	0	4.45323205892692e-06	0	0	0.889275821466702	0.492739239331362
L4_spot_62	0	0	0.767423010079656	0	0	0	0.0137388203085326	0	0.024844575916446	0.0137661478134056	0	0	0.00631941624770649	0	0	0	0.159659571351346	0	0	0.0122629146509786	0	0	0.0019855436319279	0	0.927571402620982	0.399695007234974
L4_spot_63	0	0	0.691591956057058	0	0.00517189542760708	0.00485839711694408	0	0.00803732616123878	0.0224024814729769	0	0.0273861470183234	0	0	0.00904019567412939	0	0	0.2058519070874	0.00903449634351403	0	0	0.0166251976408079	0	0	0	0.925048162204625	0.386918215331565
L4_spot_64	3.82807920918708e-05	0.0019771473370089	0.574149557456168	0.00511014662424201	0	0	0	0	0.00290328271679944	4.71533025206745e-05	0	9.38845570081425e-06	0.00105887667334634	0.00653295711876322	0	0.00420438148060323	0.390931456071681	0.00696460490756521	0.00607276706350857	0	0	0	0	0	0.807241748450652	0.592557259971611
L4_spot_65	0	0	0.748831055969501	0.0274213724001988	0	0.0410004037454666	0	0	0.0140884810256677	0.00348170182977997	0.0185318717464815	0.00291421012617542	0	0.00376506806480688	0	0.00895485625725274	0.118900072758912	0.0105391280621592	0	0	0	0.000415429233862358	0.00115634877973663	0	0.905819717246061	0.446508342103957
L4_spot_66	0	0	0.317956651148304	0	0.00012166347136661	0	0	0	0.00017818088400164	0	0.00116195865539451	2.0708949502265e-06	0	0	1.79224550569173e-05	8.71911546237633e-06	0.60905106891747	0.000235956640536092	0	0	0.0712658078174576	0	0	0	0.864933852521217	0.615275026984642
L4_spot_67	5.25488108273216e-06	0	0.37031716692223	0	1.08343391149269e-06	3.09169883301625e-05	2.15708662935065e-05	0	0	3.15234245150496e-05	5.36810352027267e-06	7.66006006167206e-06	1.3241064091506e-05	2.01964125910225e-05	1.00988524337016e-05	1.38047931636747e-05	0.629489571637052	0	6.18676226516202e-06	1.45833641172588e-05	0	1.17724343412307e-05	0	0	0.825195097909037	0.62391315244479
L4_spot_68	0.00115526967051769	8.9572345598496e-05	0.204448906638778	0.050739275621608	0	0	0.0386812886200326	0.0289591754931728	0	0	0.00435068819497428	0.00317338855952566	0.0186035609692948	0.0357769139547725	0	0	0.374317982135259	0.0212216433339389	0	0	0.206480879838534	0.00462432087978462	0.00737713374420819	0	0.729932096969324	0.757227338706902
L4_spot_69	0	2.49562741427511e-05	0.481867956190855	0	3.11597089008303e-06	4.66990777416673e-05	0	0	0.00015936828195059	0	0.000117654172401863	0	1.7230575573998e-05	0	3.85588840714135e-06	0	0.517695738889783	0	0	8.00903201856605e-06	5.1427893264344e-05	3.98775297049359e-06	0	0	0.834644735479807	0.572466967420906
L4_spot_70	3.88271827227251e-05	0	0.516690048122181	5.94703873407157e-05	0	4.67549046510602e-05	9.92389674389675e-06	1.08439237912723e-05	0	0	3.21563440509981e-05	2.08412884395599e-05	2.37342194475233e-05	1.88296882349847e-05	1.32679117554732e-05	2.14055613469735e-05	0.482995695874957	0	0	5.7063738597922e-06	0	1.12263202203199e-05	1.26800025650041e-06	0	0.846593418112423	0.547777881370604
L4_spot_71	0	0	0.498679063724811	3.56590412513304e-05	0	4.58938921142399e-05	0	0	7.25677259733711e-05	0	0.000101291272771891	7.49790445316445e-06	0	0	0	0	0.500995519795672	5.46535130064944e-05	0	0	0	0	7.85312994625386e-06	0	0.862276300450752	0.532493072338222
